filename	scene_label
audio/street_pedestrian-lyon-1003-40003-a.wav	street_pedestrian
audio/street_pedestrian-lisbon-1004-40004-a.wav	street_pedestrian
audio/street_pedestrian-lyon-1003-40012-a.wav	street_pedestrian
audio/street_pedestrian-lisbon-1004-40039-a.wav	street_pedestrian
audio/street_pedestrian-prague-1037-40046-a.wav	street_pedestrian
audio/street_pedestrian-lyon-1047-40064-a.wav	street_pedestrian
audio/street_pedestrian-prague-1051-40068-a.wav	street_pedestrian
audio/street_pedestrian-lyon-1003-40091-a.wav	street_pedestrian
audio/street_pedestrian-lyon-1047-40098-a.wav	street_pedestrian
audio/street_pedestrian-lyon-1072-40105-a.wav	street_pedestrian
audio/street_pedestrian-prague-1051-40130-a.wav	street_pedestrian
audio/street_pedestrian-prague-1085-40133-a.wav	street_pedestrian
audio/street_pedestrian-lyon-1072-40136-a.wav	street_pedestrian
audio/street_pedestrian-prague-1085-40146-a.wav	street_pedestrian
audio/street_pedestrian-lisbon-1098-40167-a.wav	street_pedestrian
audio/street_pedestrian-lisbon-1099-40169-a.wav	street_pedestrian
audio/street_pedestrian-lyon-1047-40181-a.wav	street_pedestrian
audio/street_pedestrian-lyon-1003-40207-a.wav	street_pedestrian
audio/street_pedestrian-lyon-1047-40208-a.wav	street_pedestrian
audio/street_pedestrian-lisbon-1098-40216-a.wav	street_pedestrian
audio/street_pedestrian-lisbon-1098-40238-a.wav	street_pedestrian
audio/street_pedestrian-lyon-1072-40261-a.wav	street_pedestrian
audio/street_pedestrian-lisbon-1098-40264-a.wav	street_pedestrian
audio/street_pedestrian-prague-1051-40272-a.wav	street_pedestrian
audio/street_pedestrian-lisbon-1004-40286-a.wav	street_pedestrian
audio/street_pedestrian-lisbon-1098-40300-a.wav	street_pedestrian
audio/street_pedestrian-prague-1051-40354-a.wav	street_pedestrian
audio/street_pedestrian-lyon-1072-40365-a.wav	street_pedestrian
audio/street_pedestrian-lisbon-1098-40373-a.wav	street_pedestrian
audio/street_pedestrian-lyon-1072-40399-a.wav	street_pedestrian
