filename	scene_label
audio/park-TheoVon-Ep561-77.wav	park
audio/park-MelRobbins-WhyMakingFriends-247.wav	park
audio/park-Ezra-WhatIfTrump-81.wav	park
audio/park-Candace-Ep130-214.wav	park
audio/park-Ezra-WhatIfTrump-67.wav	park
audio/park-DiaryCEO-TheNo1BrainDoctor-125.wav	park
audio/park-MelRobbins-WhyMakingFriends-187.wav	park
audio/park-DiaryCEO-TheNo1BrainDoctor-144.wav	park
audio/park-BrettCooper-Episode4-106.wav	park
audio/park-TuckerCarlson-KenPaxton-147.wav	park
audio/park-BrettCooper-Episode4-104.wav	park
audio/park-Ezra-WhatIfTrump-236.wav	park
audio/park-TuckerCarlson-KenPaxton-287.wav	park
audio/park-Ezra-WhatIfTrump-44.wav	park
audio/park-MelRobbins-WhyMakingFriends-115.wav	park
audio/park-Candace-Ep130-50.wav	park
audio/park-BrettCooper-Episode4-239.wav	park
audio/park-TuckerCarlson-KenPaxton-95.wav	park
audio/park-TheoVon-Ep561-237.wav	park
audio/park-MelRobbins-WhyMakingFriends-36.wav	park
audio/park-TuckerCarlson-KenPaxton-44.wav	park
audio/park-Candace-Ep130-76.wav	park
audio/park-BrettCooper-Episode4-214.wav	park
audio/park-JoeRogan-Experience2269-165.wav	park
audio/park-JoeRogan-Experience2269-18.wav	park
audio/park-DiaryCEO-TheNo1BrainDoctor-282.wav	park
audio/park-TheoVon-Ep561-72.wav	park
audio/park-BrettCooper-Episode4-215.wav	park
audio/park-Candace-Ep130-280.wav	park
audio/park-Candace-Ep130-46.wav	park
audio/park-DiaryCEO-TheNo1BrainDoctor-41.wav	park
audio/park-BrettCooper-Episode4-271.wav	park
audio/park-BrettCooper-Episode4-285.wav	park
audio/park-Ezra-WhatIfTrump-4.wav	park
audio/park-Candace-Ep130-65.wav	park
audio/park-DiaryCEO-TheNo1BrainDoctor-148.wav	park
audio/park-TheoVon-Ep561-33.wav	park
audio/park-Ezra-WhatIfTrump-298.wav	park
audio/park-MelRobbins-WhyMakingFriends-23.wav	park
audio/park-TuckerCarlson-KenPaxton-75.wav	park
audio/park-BrettCooper-Episode4-57.wav	park
audio/park-MelRobbins-WhyMakingFriends-135.wav	park
audio/park-Ezra-WhatIfTrump-276.wav	park
audio/park-TheoVon-Ep561-122.wav	park
audio/park-TuckerCarlson-KenPaxton-211.wav	park
audio/park-Candace-Ep130-247.wav	park
audio/park-MelRobbins-WhyMakingFriends-221.wav	park
audio/park-TheoVon-Ep561-90.wav	park
audio/park-Candace-Ep130-265.wav	park
audio/park-Ezra-WhatIfTrump-247.wav	park
audio/park-MelRobbins-WhyMakingFriends-114.wav	park
audio/park-BrettCooper-Episode4-43.wav	park
audio/park-TuckerCarlson-KenPaxton-247.wav	park
audio/park-JoeRogan-Experience2269-238.wav	park
